	fasta	scaffold	gene_position	start_position	end_position	strandedness	rank	kegg_id	kegg_hit	peptidase_id	peptidase_family	peptidase_hit	peptidase_RBH	peptidase_identity	peptidase_bitScore	peptidase_eVal	pfam_hits	cazy_hits	heme_regulatory_motif_count
c_filamentum_b3_c_filamentum_b3@contig1_2053	c_filamentum_b3	c_filamentum_b3@contig1	2053	2194785	2195906	-1	C	K01005	polyisoprenyl-teichoic acid--peptidoglycan teichoic acid transferase [EC:2.7.8.-]								LytR_cpsA_psr family [PF03816.16]		0
c_filamentum_b3_c_filamentum_b3@contig1_2054	c_filamentum_b3	c_filamentum_b3@contig1	2054	2196132	2196290	-1	D										Probable zinc-ribbon domain [PF13451.8]		0
c_filamentum_b3_c_filamentum_b3@contig1_2055	c_filamentum_b3	c_filamentum_b3@contig1	2055	2196489	2197946	-1	E												0
c_filamentum_b3_c_filamentum_b3@contig1_2056	c_filamentum_b3	c_filamentum_b3@contig1	2056	2197960	2199408	-1	D										Histidine kinase-, DNA gyrase B-, and HSP90-like ATPase [PF02518.28]; His Kinase A (phospho-acceptor) domain [PF00512.27]; HAMP domain [PF00672.27]		0
c_filamentum_b3_c_filamentum_b3@contig1_2057	c_filamentum_b3	c_filamentum_b3@contig1	2057	2199353	2200033	-1	D										Response regulator receiver domain [PF00072.26]; Transcriptional regulatory protein, C terminal [PF00486.30]		0
c_filamentum_b3_c_filamentum_b3@contig1_2058	c_filamentum_b3	c_filamentum_b3@contig1	2058	2200141	2201094	-1	C	K22278	peptidoglycan-N-acetylglucosamine deacetylase [EC:3.5.1.104]								Polysaccharide deacetylase [PF01522.23]	CE4 acetyl xylan esterase (EC 3.1.1.72); chitin deacetylase (EC 3.5.1.41); chitooligosaccharide deacetylase (EC 3.5.1.-); peptidoglycan GlcNAc deacetylase (EC 3.5.1.-); peptidoglycan N-acetylmuramic acid deacetylase (EC 3.5.1.-). [CE4]	0
c_filamentum_b3_c_filamentum_b3@contig1_2059	c_filamentum_b3	c_filamentum_b3@contig1	2059	2201329	2201961	-1	D										Peptidase propeptide and YPEB domain [PF03413.21]		0
c_filamentum_b3_c_filamentum_b3@contig1_2060	c_filamentum_b3	c_filamentum_b3@contig1	2060	2202109	2202936	-1	C	K16785	energy-coupling factor transport system permease protein								Cobalt transport protein [PF02361.18]		0
c_filamentum_b3_c_filamentum_b3@contig1_2061	c_filamentum_b3	c_filamentum_b3@contig1	2061	2202906	2204639	-1	C	K01552	energy-coupling factor transport system ATP-binding protein [EC:7.-.-.-]								ABC transporter [PF00005.29]; ATP-binding cassette cobalt transporter [PF12558.10]; AAA domain, putative AbiEii toxin, Type IV TA system [PF13304.8]		0
c_filamentum_b3_c_filamentum_b3@contig1_2062	c_filamentum_b3	c_filamentum_b3@contig1	2062	2204873	2205424	-1	C	K16924	energy-coupling factor transport system substrate-specific component								ECF-type riboflavin transporter, S component [PF07155.14]		0
c_filamentum_b3_c_filamentum_b3@contig1_2063	c_filamentum_b3	c_filamentum_b3@contig1	2063	2205469	2206326	-1	C	K22205	S-adenosyl-L-methionine hydrolase (adenosine-forming) [EC:3.13.1.8]								S-adenosyl-l-methionine hydroxide adenosyltransferase [PF01887.18]		0
c_filamentum_b3_c_filamentum_b3@contig1_2064	c_filamentum_b3	c_filamentum_b3@contig1	2064	2206721	2207872	-1	C	K00849	galactokinase [EC:2.7.1.6]								Galactokinase galactose-binding signature [PF10509.11]; GHMP kinases N terminal domain [PF00288.28]; GHMP kinases C terminal [PF08544.15]		0
c_filamentum_b3_c_filamentum_b3@contig1_2065	c_filamentum_b3	c_filamentum_b3@contig1	2065	2208066	2209199	-1	C	K07496	putative transposase								Putative transposase DNA-binding domain [PF07282.13]; Probable transposase [PF01385.21]; Helix-turn-helix domain [PF12323.10]		0
c_filamentum_b3_c_filamentum_b3@contig1_2066	c_filamentum_b3	c_filamentum_b3@contig1	2066	2209177	2209803	-1	C	K07450	putative resolvase								Resolvase, N terminal domain [PF00239.23]; MerR HTH family regulatory protein [PF13411.8]; MerR family regulatory protein [PF00376.25]		0
c_filamentum_b3_c_filamentum_b3@contig1_2067	c_filamentum_b3	c_filamentum_b3@contig1	2067	2209988	2211523	-1	D										Galactose-1-phosphate uridyl transferase, N-terminal domain [PF01087.24]; Galactose-1-phosphate uridyl transferase, C-terminal domain [PF02744.19]; Domain of unknown function (DUF4922) [PF16269.7]		0
c_filamentum_b3_c_filamentum_b3@contig1_2068	c_filamentum_b3	c_filamentum_b3@contig1	2068	2211549	2212769	-1	C	K02565	N-acetylglucosamine repressor								ROK family [PF00480.22]		0
